label,W1_to_winter_MW,W1_to_summer_MW,gen_mean_MW,winter_mean_MW,summer_mean_MW
v1_summer,0.7208556727573785,0.05852098620866119,3.2629667898080186,3.983101838374692,3.2560320399906186
v1_full,0.4485057064697183,0.2778875100318464,3.5356671632441556,3.983101838374692,3.2560320399906186
graphflow_A,0.757085659932275,0.1297749375010543,3.226631440055154,3.983101838374692,3.2560320399906186
graphflow_B,0.9447631314333705,0.2183699149318058,3.0385794072328314,3.983101838374692,3.2560320399906186
