epoch,train_nll_per_dim,val_nll_per_dim
0,1.4197005391120912,1.44069105386734
1,1.3993494629859924,1.4391765594482422
2,1.3820080041885376,1.4456368684768677
3,1.3688772439956665,1.459304928779602
4,1.3604094862937928,1.4704571962356567
5,1.3543306589126587,1.4821528196334839
6,1.3470531821250915,1.4875601530075073
7,1.342289960384369,1.498060703277588
8,1.3370503783226013,1.508897304534912
9,1.3314987301826477,1.5183756351470947
10,1.3264098167419434,1.5302720665931702
11,1.3193591475486754,1.5444626808166504
12,1.3119654297828673,1.5634258389472961
13,1.3037248730659485,1.585832953453064
14,1.2928538084030152,1.6157562136650085
15,1.2820211172103881,1.6637074947357178
16,1.265151274204254,1.747084379196167
17,1.2492467164993286,1.865372896194458
18,1.2312001228332519,2.3708269596099854
19,1.213353955745697,3.6677701473236084
20,1.1962613940238953,131.06716537475586
21,1.1852250814437866,27.382079482078552
22,1.1689781904220582,875.9157943725586
23,1.1502905011177063,7046.87446975708
24,1.1321430206298828,3576.156295776367
25,1.1236895442008972,406.6133613586426
26,1.1057649970054626,189975.625
27,1.0976819276809693,58060.38334655762
28,1.0845799922943116,13225.6220703125
29,1.0680192708969116,12307.681640625
30,1.0535817861557006,8314.768676757812
31,1.0407606720924378,3900.2989501953125
32,1.0142368793487548,34040.17578125
33,1.0017830312252045,6218.03271484375
34,0.9850875616073609,14502.672119140625
35,0.9685411095619202,3443.495994567871
36,0.9600234627723694,2977.393264770508
37,0.9412296414375305,2212.0887756347656
38,0.9328838586807251,15489.290740966797
39,0.9240284740924836,89619.10675048828
40,0.912133002281189,475642.48828125
41,0.8919438540935516,90581.1083984375
42,0.8824666559696197,69727.775390625
43,0.8648941695690155,52861.8427734375
44,0.8498706042766571,157288.96875
45,0.8400286674499512,92299.685546875
46,0.8308810651302337,284071.0227050781
47,0.8229969203472137,16933.48046875
48,0.8018655061721802,32770.287841796875
49,0.7984341979026794,27738.43115234375
50,0.7810078084468841,35942.62414550781
51,0.770928007364273,18456.86669921875
52,0.8083042621612548,172346.69140625
53,0.761989027261734,51681.1728515625
54,0.7356204330921173,38262.57360839844
55,0.7354760527610779,54847.77014160156
56,0.7295176565647126,119321.9287109375
57,0.710333663225174,254313.8125
58,0.6953587889671325,105413.20361328125
59,0.6907821416854858,889161.267578125
60,0.6885853111743927,71606.36181640625
61,0.6726805865764618,125431.67578125
62,0.6625225484371186,159970.634765625
63,0.6557703614234924,212755.59790039062
64,0.6408311545848846,329428.1728515625
65,0.6377345502376557,83468.771484375
66,0.6271907091140747,138391.765625
67,0.613479208946228,190522.48291015625
68,0.6189863920211792,169151.16638183594
69,0.6145511090755462,100795.9970703125
70,0.5926783442497253,151672.8134765625
71,0.5861543893814087,467655.9140625
72,0.5792249619960785,513756.7333984375
73,0.5682677447795867,307167.2158203125
74,0.5649770319461822,133988.03344726562
75,0.5590982258319854,78756.046875
76,0.5685417473316192,157245.59521484375
77,0.5505737960338593,216377.8876953125
78,0.5398800611495972,166206.400390625
79,0.5406650960445404,106162.93310546875
80,0.5332091867923736,143873.2109375
81,0.525461858510971,107165.0947265625
82,0.5145648062229157,107873.69580078125
83,0.5132443934679032,141353.5732421875
84,0.5083506107330322,110164.09375
85,0.49771012365818024,309410.927734375
86,0.49266008138656614,105582.5986328125
87,0.48796906471252444,154499.568359375
88,0.48860048651695254,249784.8828125
89,0.4696563810110092,142141.51953125
90,0.469446587562561,89554.177734375
91,0.4616035848855972,60873.39404296875
92,0.44840644896030424,114498.1748046875
93,0.44976293444633486,36308.04736328125
94,0.44020034968852995,59358.7431640625
95,0.4601095378398895,105041.0322265625
96,0.4473244071006775,59486.1318359375
97,0.42220679223537444,93927.11376953125
98,0.42668028771877287,46430.1142578125
99,0.42104672491550443,54081.8955078125
100,0.424760565161705,77293.5302734375
101,0.40712983906269073,165332.62109375
102,0.41177851855754855,105330.33984375
103,0.39122441709041594,436445.9921875
104,0.3964548945426941,133544.4140625
105,0.39690111875534057,56555.5849609375
